id,label,account_age_days,followers_count,following_count,post_frequency_per_day,avg_word_count_per_post,avg_hashtags_per_post,avg_sentiment_score,reply_to_post_ratio,urls_per_post_ratio,bio_complexity_score
u1956038481234600311,bot,844,52,10082,64.98,6,3,-1.0,0.01,0.77,0.18
u9607613384795687217,bot,107,46,7004,334.57,33,4,1.0,0.86,0.61,1.0
u8839464102977605662,human,1487,971,2015,4.89,12,0,0.04,0.5,0.15,0.97
u5107212448362235936,human,2498,4619,2010,2.87,27,0,-0.56,0.41,0.21,0.82
u5179517742775165088,human,3444,1701,1407,6.89,8,1,0.36,0.44,0.05,0.96
u3177161507858288079,human,3644,2271,1962,7.57,26,2,-0.04,0.31,0.01,0.68
u6493114517757171622,bot,108,22,8954,305.92,6,5,-1.0,0.03,0.29,1.0
u8482782236650482900,bot,300,48883,3313,112.76,40,6,1.0,0.07,0.76,0.16
u7077881027281604244,bot,108,23847,7068,126.6,5,3,1.0,0.94,0.94,1.0
u1769481676607096610,human,2398,2571,491,9.46,18,1,0.16,0.35,0.01,0.77
u9168618266884433095,human,3880,8194,1262,8.61,17,1,-0.27,0.4,0.15,0.83
u1052502680415745843,human,2872,2860,2558,1.14,27,0,0.18,0.33,0.52,0.58
u7092303379130961273,human,4189,3155,1604,4.92,25,1,-0.23,0.52,0.36,0.42
u9707698888189022791,bot,536,38632,-3015,262.25,48,5,-1.0,0.01,0.77,0.06
u6217483898276526738,bot,80,48333,5944,300.2,8,8,-1.0,0.89,0.88,0.18
u4815999080828200410,bot,466,23377,2132,399.18,34,7,1.0,0.08,0.69,1.0
u1707886065038352949,human,1273,-1614,1341,9.99,19,0,0.32,0.43,0.32,0.89
u8368542816801909199,bot,913,14,3376,352.94,35,4,-1.0,0.02,0.37,0.11
u6087645162981558106,human,2286,4762,496,2.83,18,0,0.09,0.34,0.45,0.49
u8866063589719161066,bot,962,84,2445,99.33,49,8,-1.0,0.91,0.74,0.08
u9479407470491915528,bot,658,40,1167,97.49,41,1,-1.0,0.97,0.66,1.0
u2469204678116225300,human,3089,1839,2155,6.45,21,1,0.02,0.33,0.23,0.97
u7695934416034012813,human,2657,2992,3372,2.65,6,2,1.02,0.51,0.22,0.61
u9268329346454872591,human,4799,596,8,8.61,16,3,-0.34,0.54,0.05,0.49
u1143428058854322896,bot,965,4,857,81.02,41,4,-1.0,0.89,0.61,0.02
u1000795934675596294,bot,166,42,5156,63.06,8,5,-1.0,0.93,0.74,0.3
u1713386458969950580,bot,14,47644,3614,136.85,41,4,-1.0,0.05,0.8,1.0
u5835059185260325610,bot,335,87,9853,287.08,40,10,1.0,0.04,0.86,0.22
u4086503907319007179,human,2615,227,916,8.42,19,0,0.65,0.56,0.54,0.45
u8807361959503444364,bot,770,38709,3147,456.04,8,5,-1.0,0.97,0.79,0.1
u6474638748958664368,human,2989,8947,1930,4.3,19,1,0.46,0.45,0.27,0.42
u9545809315307826213,bot,559,50,5265,356.45,7,7,1.0,0.1,0.58,1.0
u1488860515165132040,human,2905,3863,1120,7.07,24,0,-0.3,0.39,0.18,0.41
u9444456663075474516,human,3808,3082,1488,2.42,22,0,-0.18,0.35,0.37,0.8
u3887767061495015002,bot,370,28,4347,177.27,30,5,-1.0,0.01,0.86,1.0
u1784064232226068243,bot,625,44403,7360,250.7,8,6,1.0,0.06,0.42,0.18
u9763258740155696989,human,3609,2906,575,2.64,27,1,0.17,0.46,0.04,0.46
u3301703920329040120,bot,203,80,2748,386.54,6,3,1.0,0.89,0.79,0.01
u6003544718423191234,human,2762,4253,2355,1.55,28,2,-0.65,0.38,0.12,0.94
u1382086989606570329,bot,449,57,7772,173.95,6,4,1.0,0.05,0.41,0.14
u3552540827564138777,bot,565,39187,8202,163.13,9,5,-1.0,0.96,0.93,1.0
u5343846570008233783,bot,770,88,8333,313.03,6,5,-1.0,0.01,0.42,1.0
u1591628515567053123,bot,907,24180,10275,385.53,5,2,-1.0,0.02,0.39,0.23
u6138456313373535540,bot,591,35541,4387,269.7,9,4,1.0,0.97,0.36,1.0
u8871385376727926621,human,2216,7655,1143,5.65,16,1,-0.44,0.36,0.21,0.48
u1300160608970659820,bot,313,18701,4325,499.51,35,7,-1.0,0.84,0.75,1.0
u3793141107850241646,human,3764,1754,228,9.74,13,1,0.4,0.57,0.02,0.8
u1485072336555750248,human,1094,3332,1486,5.88,18,1,0.4,0.54,0.05,1.0
u9247401140794772496,human,3146,7304,2045,6.39,26,1,-0.18,0.5,0.12,0.77
u7883955909594860042,bot,186,90,4710,464.25,49,5,-1.0,0.02,0.52,1.0
u9510626394127955113,human,4719,1534,-646,6.62,23,0,0.0,0.5,0.19,0.47
u7527672222259018952,human,4352,1100,2385,5.26,21,0,0.43,0.57,0.15,0.55
u6277379101950028230,human,4142,5832,2275,9.01,18,0,-0.17,0.5,0.26,0.89
u4025062989521234621,human,3349,-799,2552,9.4,18,1,0.77,0.55,0.17,0.73
u9919058295000051716,human,4507,1225,2309,7.67,23,1,-0.16,0.46,0.05,0.73
u9248067001722585709,human,1560,5243,2160,6.96,13,0,-0.03,0.32,0.07,0.82
u9494736869354603355,bot,591,32920,10378,184.08,46,9,1.0,0.03,0.8,1.0
u6784326859547023512,human,3891,2579,2528,5.09,20,1,-0.67,0.45,0.14,0.99
u1536044927110135662,human,2822,4270,1644,7.45,22,0,-0.13,0.37,0.26,0.45
u9892483542280143542,bot,594,48110,5655,496.06,6,6,1.0,0.92,0.86,1.0
u5444918512056443506,human,3870,4858,2397,4.39,15,2,-0.42,0.39,0.11,0.74
u6537946350924004447,bot,617,47479,-658,402.43,43,1,1.0,0.01,0.38,1.0
u2757428491194477571,bot,342,68,903,77.28,47,5,-1.0,0.07,0.92,1.0
u9196662904200666719,human,4423,3971,1396,9.96,15,0,-0.05,0.38,0.91,0.76
u8954303023170819016,human,3116,5402,1081,6.97,16,0,-0.15,0.57,0.1,0.91
u8348179043036354114,bot,459,19433,6643,332.57,9,4,-1.0,0.02,0.66,1.0
u5559986074405842291,bot,746,79,1778,250.52,5,6,-1.0,0.81,0.66,1.0
u5470891140704834044,bot,87,68,2460,465.91,34,7,1.0,0.83,0.72,0.04
u5030810583516392718,bot,216,43228,3249,497.86,9,4,1.0,0.95,0.66,0.09
u1458266909126271860,human,3908,1200,972,7.04,22,0,0.02,0.43,0.16,0.92
u4019128950621974813,bot,202,81,893,232.77,6,7,-1.0,0.04,0.89,0.28
u9418796372743227129,bot,78,2,-63,235.61,30,6,1.0,0.95,0.88,1.0
u8772347106477403518,bot,69,40999,4875,447.58,6,6,-1.0,0.04,0.43,0.26
u4064806164225417837,human,1361,3706,1563,6.94,20,1,0.19,0.4,0.23,0.48
u2380453991502257055,bot,842,43508,3479,184.08,7,6,1.0,0.97,0.88,0.04
u5355231220441507041,bot,849,22712,8251,334.8,7,6,1.0,0.04,0.82,0.08
u1075907638584770971,human,4698,576,2474,9.68,16,1,-0.33,0.56,0.27,0.44
u3521345535212740073,human,2720,-1649,2180,5.57,17,0,-0.81,0.46,0.62,0.85
u2655248124220592867,bot,166,98,6,468.05,32,4,-1.0,0.95,0.6,1.0
u4695909644045316767,bot,21,13,6706,307.27,5,5,1.0,0.03,0.78,1.0
u3406737455478408204,bot,381,22310,6306,139.51,6,7,1.0,0.89,0.58,0.17
u1524775170654780362,human,3930,998,1945,3.4,17,2,0.16,0.57,0.13,0.6
u6447903830358666150,human,4299,3091,3441,3.95,15,1,-0.23,0.47,0.02,0.77
u3429915147757761625,bot,795,57,6035,113.82,9,2,1.0,0.09,0.81,0.02
u7882130635884163318,bot,592,4,14026,455.13,30,4,-1.0,0.01,0.83,1.0
u5613830318182839580,bot,522,35736,4336,342.14,6,3,1.0,0.02,0.86,0.17
u7980905699987389167,human,2459,3073,2530,9.76,27,1,0.43,0.54,0.19,0.66
u8197554221431957743,bot,71,79,8817,95.41,5,2,1.0,0.85,0.78,0.15
u8010514149312151835,bot,86,67,3827,114.89,42,4,-1.0,0.87,0.85,1.0
u4112976604443538237,human,1930,7162,1560,6.9,20,0,0.19,0.46,0.07,0.43
u3378270090065658150,bot,224,86,5402,75.67,35,4,1.0,0.1,0.86,0.24
u1976697806229813756,human,3420,6500,1195,3.4,16,1,0.91,0.41,0.39,0.47
u5779761573795031622,human,1248,5226,2004,5.05,22,1,0.39,0.38,0.4,0.67
u5599168886683456558,bot,368,47,6932,406.55,44,3,1.0,0.05,0.69,0.14
u5602452722547227179,human,1461,1315,1282,1.62,20,1,-0.23,0.46,0.36,0.99
u8317218796345732985,human,2094,3139,939,6.66,17,1,-0.31,0.6,0.26,0.44
u3768019793279035252,bot,59,33822,5633,133.26,40,4,-1.0,0.87,0.62,0.04
u6147334443413753130,human,1560,2590,795,2.17,21,1,-0.06,0.42,0.27,0.97
u8274809837082140862,human,1160,-276,1815,2.15,10,3,0.43,0.54,0.09,0.68
u4529622734363295158,bot,588,48161,1732,480.65,7,5,-1.0,1.0,0.65,1.0
u4404291276340090578,bot,585,31584,1456,147.68,7,8,1.0,0.1,0.34,0.07
u6131317627333515651,bot,207,55,4097,492.38,6,2,1.0,0.9,0.78,0.29
u9736841672117470512,bot,749,31621,2804,399.15,8,6,-1.0,0.95,0.54,0.16
u6234469372027538909,bot,576,93,8852,414.33,9,2,1.0,0.02,0.46,1.0
u7190398011534516382,human,3748,9985,1407,3.55,18,1,-0.32,0.46,0.73,0.65
u8958010761419292392,human,4754,2878,1627,5.57,15,2,0.72,0.58,0.06,0.62
u4266189322831775338,human,1626,6004,1099,6.93,19,1,0.48,0.31,0.31,0.83
u5520458790962053356,human,1394,1345,1177,4.6,7,1,-0.83,0.43,0.2,0.54
u6134262205705030277,human,4667,2134,3064,3.69,24,0,0.68,0.56,0.42,0.72
u4703123831295022865,bot,686,44833,8871,91.55,37,4,-1.0,0.91,0.76,1.0
u7807004394352899291,bot,360,39100,3468,269.76,49,6,-1.0,0.09,0.77,1.0
u4517945480432849431,bot,513,83,5621,206.9,7,2,-1.0,1.0,0.45,0.13
u9831129925951672000,bot,130,43780,1370,157.25,39,2,1.0,0.85,0.71,0.05
u9186530872455543305,human,1676,4743,2237,4.64,20,1,0.32,0.49,0.23,0.69
u3422548149998484865,bot,66,31191,-200,424.15,7,7,1.0,0.02,0.91,0.29
u7771078881757969075,bot,382,16045,4360,124.97,7,7,1.0,0.07,0.57,1.0
u1843094960393241277,human,1000,3555,808,2.02,24,1,0.56,0.47,0.05,0.54
u3757774916676596036,human,2407,6755,501,1.64,22,0,-0.56,0.34,0.36,0.71
u7886162998640777150,bot,247,31788,8187,224.3,32,3,1.0,0.06,0.86,1.0
u6756594085312631539,human,4157,3083,2042,5.41,18,0,0.26,0.43,0.0,0.61
u9525721815741459362,human,4625,6167,393,2.55,21,0,-0.36,0.51,0.34,0.58
u8062828210470595296,bot,146,5,5315,464.74,35,4,-1.0,0.07,0.58,1.0
u7905722334965627626,human,3030,1885,2585,1.17,19,2,-0.13,0.51,0.24,0.91
u5553442088922320549,bot,571,68,-1463,161.98,46,2,-1.0,0.85,0.81,0.18
u6802939692936413901,human,4145,3941,-480,8.37,19,0,-0.23,0.36,0.13,0.78
u5888708153514846958,human,2356,2416,1887,5.62,26,1,0.2,0.56,0.43,0.93
u1558798783944589185,human,1655,-291,847,2.86,23,0,0.31,0.38,0.47,0.97
u4196346516167048518,human,3608,5173,526,3.39,12,1,-0.36,0.32,0.12,0.49
u1402389120168082847,bot,323,67,8368,261.89,44,8,-1.0,0.04,0.73,0.03
u4029012139455451753,human,1358,5001,2071,4.81,21,0,0.5,0.35,0.06,0.44
u2142397584119373560,bot,920,14048,4169,218.25,8,3,-1.0,0.85,0.79,0.08
u5042188336800094008,bot,883,42,5555,366.94,37,10,-1.0,0.92,0.71,0.29
u5720502445129133950,human,4136,5257,1094,4.22,27,1,0.18,0.51,0.21,0.78
u4828169237821511801,human,2090,2919,2371,3.68,19,1,0.12,0.56,0.14,0.57
u8110374257439092138,bot,355,37,1836,306.49,41,6,-1.0,0.01,0.77,1.0
u2630499847117855622,human,1362,4022,1594,3.43,24,0,0.21,0.39,0.18,0.96
u5702516160365861046,human,2356,4780,170,6.02,18,2,-0.04,0.36,0.12,0.84
u9095963197414534400,bot,895,81,10447,302.31,47,5,1.0,0.95,0.69,1.0
u9737908707763911999,human,1075,-3036,618,1.94,21,0,0.3,0.43,0.04,0.94
u5097438357006819988,bot,363,27131,-2387,328.43,42,5,-1.0,0.9,0.82,0.07
u3705346002390487735,human,1902,7237,277,4.03,18,0,-0.07,0.39,0.19,0.48
u3349991459699707585,human,1535,1996,1655,2.96,21,1,0.98,0.44,0.3,0.96
u4790626599713478580,human,4455,6632,1198,4.73,21,0,0.33,0.54,0.15,0.77
u6196815856096652444,human,2030,566,50,2.64,17,1,0.22,0.58,0.05,0.44
u5656966585881201242,human,1141,3132,2054,4.15,19,2,-0.03,0.54,0.38,0.65
u3719170119452082507,human,3960,5049,861,4.5,23,0,-0.11,0.41,0.1,0.42
u9062126748833003846,bot,149,41612,4612,239.16,41,7,-1.0,0.81,0.6,0.21
u9549222102678416116,bot,439,22415,7298,419.98,9,7,-1.0,0.06,0.76,0.3
u5107030685476032141,human,2415,4506,2703,7.88,22,0,0.68,0.41,0.18,0.83
u4524727600701331824,human,4761,1065,1765,6.42,24,4,0.67,0.35,0.44,0.7
u5971151153024907768,bot,962,6,-360,321.53,44,7,-1.0,0.04,0.37,1.0
u5050337624288583863,bot,328,85,4995,196.19,32,7,-1.0,0.91,0.8,1.0
u1097856997239815680,bot,911,99,2866,176.9,7,6,1.0,0.09,0.93,0.1
u4958428416382439748,human,2648,-299,1162,7.86,25,3,0.18,0.33,0.09,0.48
u1717661051451968854,human,3378,3092,993,3.36,24,2,-0.03,0.59,0.09,0.98
u3441232468294244432,human,1053,4848,3075,6.63,26,0,-0.55,0.46,0.1,0.58
u4928563980520358251,bot,937,8,5493,72.64,41,1,-1.0,0.97,0.39,1.0
u6319870361228378431,bot,951,35,7718,454.96,43,9,-1.0,0.09,0.67,1.0
u2421888615162558352,human,1538,2079,1450,6.35,17,2,1.15,0.47,0.01,0.77
u9595129336354576810,bot,744,30619,156,419.25,5,5,1.0,0.89,0.98,1.0
u6496838337690007694,human,1495,3897,2618,7.76,13,1,-0.42,0.38,0.09,0.84
u7000330161974446168,human,4479,2500,2149,7.03,21,0,0.02,0.43,0.24,0.63
u5312184126756906876,bot,603,58,3657,89.14,7,7,-1.0,0.82,0.47,1.0
u4791879206862127918,human,2218,3483,2716,6.86,24,1,0.44,0.44,0.35,0.92
u1966356284577746317,bot,608,60,7532,248.22,41,4,1.0,0.02,0.9,1.0
u1436925204890141192,bot,580,45192,1675,456.49,38,3,-1.0,0.88,0.73,0.11
u3320373151207882226,human,1590,8801,1563,9.33,14,1,-0.48,0.33,0.69,0.5
u8983257735973735829,human,4511,6949,2071,5.65,17,2,-1.04,0.59,0.37,0.96
u8225849282794904853,bot,16,19934,6436,426.18,5,2,1.0,0.95,0.75,1.0
u3974039792257525829,human,3131,-195,1331,7.34,20,2,0.61,0.4,0.49,0.64
u1270208843863723505,bot,458,30748,6574,307.02,5,5,-1.0,0.92,0.56,0.2
u5559241958608446190,human,4919,1754,1236,6.84,28,1,-0.05,0.34,0.26,0.98
u1128227418710412514,bot,437,21685,4219,498.89,48,5,-1.0,0.07,0.42,0.04
u7343944069819948392,bot,373,2,5271,137.19,8,3,-1.0,0.05,0.87,0.08
u9030881994259505844,human,1062,4877,20,6.11,11,1,0.27,0.35,0.32,0.5
u4208472268657660557,human,3019,5189,3080,8.89,31,2,1.44,0.53,0.11,0.95
u9868617430906005301,bot,279,14,5763,427.14,34,2,1.0,0.08,0.57,0.19
u7551903281162142258,bot,685,21096,7366,239.39,35,6,1.0,0.81,0.41,1.0
u5951885218582250999,bot,276,70,8069,333.35,8,5,1.0,0.08,0.62,0.23
u1055032368933472857,bot,455,24568,3321,126.09,7,5,1.0,0.09,0.66,0.27
u9292939750988631133,human,4048,7352,2790,3.44,19,3,-0.65,0.44,0.02,0.98
u9417152839908005807,human,4556,1853,2066,7.98,19,0,-0.28,0.48,0.38,0.58
u6106031013858315633,human,3330,1866,2039,5.09,18,0,0.69,0.33,0.39,0.91
u2651162347950808225,bot,425,78,1079,399.74,30,9,-1.0,0.08,0.62,1.0
u3618961773835088352,human,3368,9605,655,7.47,18,2,-0.97,0.52,0.04,0.81
u4391648004666735487,bot,992,29,8574,185.69,49,10,-1.0,0.06,0.71,1.0
u5210962539020987360,bot,876,50,2333,206.05,44,5,-1.0,0.86,0.9,0.24
u1946743607188139581,human,2636,-226,2132,3.0,10,1,0.02,0.51,0.18,0.54
u6765825530788814289,human,3809,3543,3126,2.55,15,1,-0.25,0.53,0.21,0.77
u9494514250315364809,bot,60,40960,-3758,104.28,48,7,1.0,0.84,0.57,1.0
u5447681998520223368,bot,243,23168,9021,458.99,30,5,1.0,0.07,0.74,1.0
u1421884002284397390,human,3354,914,1727,2.06,14,1,-0.08,0.59,0.27,0.76
u4946400323487648955,bot,756,44546,1648,256.82,5,1,1.0,0.82,0.69,0.18
u2210355106465473235,human,3187,-1944,1667,3.26,15,1,0.31,0.52,0.01,0.44
u1851683303263346712,human,1189,5012,993,7.82,20,1,-0.51,0.39,0.1,0.89
u7697344701422835997,bot,775,23544,-360,297.83,30,11,1.0,0.95,0.87,1.0
u8363761604800369464,bot,770,15,5843,251.28,42,5,1.0,0.87,0.95,1.0
u2631398341157627860,bot,344,12,10239,433.78,49,6,1.0,0.95,0.48,0.27
u8007210390994074002,bot,107,99,4694,462.44,49,9,1.0,0.98,0.66,0.17
u3761412059610010245,bot,203,25588,3556,373.51,34,4,-1.0,0.96,0.65,0.23
u8970236363495758446,human,3790,2303,1585,7.84,22,0,-0.13,0.38,0.18,0.72
u3388344589829845912,human,1848,1144,1880,5.21,16,0,0.21,0.57,0.1,0.82
u1098442609811170846,human,1019,-581,-412,8.61,19,2,0.21,0.44,0.64,0.79
u6857678231471114079,human,1972,3386,1546,4.91,23,0,0.7,0.54,0.28,0.58
u8337659045995924193,bot,919,35514,956,55.9,47,3,1.0,0.07,0.83,0.28
u2021441380820115787,human,2392,5354,1479,8.77,19,1,0.35,0.42,0.15,0.83
u2461353965366342947,bot,182,45166,1532,368.2,36,5,1.0,0.84,0.75,1.0
u9781153994024511495,bot,491,18490,5538,215.76,6,5,-1.0,0.89,0.68,1.0
u7874381731109836038,bot,200,32,3058,396.87,37,3,1.0,0.03,0.63,0.24
u6738409581299708807,bot,624,19,4905,431.56,35,4,-1.0,0.03,0.84,0.07
u5932070961382627552,bot,212,43,3854,174.65,8,3,-1.0,0.08,0.81,0.23
u2810354451661726375,human,1398,4302,1456,9.49,16,0,0.65,0.57,0.01,0.45
u9796660664081726629,bot,823,37546,-1030,410.09,5,5,-1.0,0.03,0.94,1.0
u5278418146322883089,bot,186,10281,1865,361.98,5,4,-1.0,0.93,0.91,1.0
u9974205324183344484,human,2059,-736,2022,2.77,17,0,0.09,0.46,0.29,0.79
u8241690259581797528,human,1955,3928,1577,3.26,14,1,0.5,0.42,0.49,0.73
u1501613189120156991,human,3987,3517,3343,4.98,18,0,-0.2,0.46,0.21,0.77
u5831916513394088588,bot,857,41340,2893,229.72,7,8,-1.0,0.8,0.77,0.3
u6314810487392233566,bot,690,26,9834,351.95,7,3,-1.0,0.08,0.59,0.25
u2573304335518766704,bot,585,27,1413,117.67,8,6,1.0,0.02,0.89,0.05
u8105316305126655977,bot,728,78,4654,477.32,5,10,-1.0,0.09,0.46,1.0
u4184761466137943217,human,1877,1906,2074,6.94,29,2,0.08,0.45,0.36,0.76
u6386425128203544927,human,3251,5677,1146,9.31,23,0,-0.91,0.53,0.02,0.83
u3468221539870563906,human,2804,4294,3343,5.85,19,0,0.26,0.31,0.04,0.89
u3643187228924302742,human,1763,2929,2309,3.04,22,0,-0.21,0.39,0.03,0.87
u5291857901546740292,human,1335,1896,3062,4.12,23,1,0.41,0.43,0.25,0.96
u9100486516851598325,human,4249,2383,931,7.45,13,0,-0.15,0.31,0.39,0.93
u4607078267677566294,bot,516,35,6160,405.65,34,6,1.0,0.07,0.63,1.0
u7774699330109771351,bot,968,60,1103,83.65,32,5,1.0,0.83,0.53,1.0
u5919788683616126310,human,3866,2995,243,5.89,23,0,0.4,0.57,0.17,0.96
u8937314934095654341,human,2919,-67,1801,4.32,20,1,-0.04,0.4,0.05,0.53
u1269844718691328936,human,3849,2749,2289,1.07,13,2,-0.1,0.38,0.13,0.63
u2626690594274399554,human,3868,3717,1356,3.38,24,1,0.34,0.54,0.07,0.48
u8140810713656852120,bot,538,20,6524,421.2,9,4,-1.0,0.8,0.73,0.13
u4156625857452750349,bot,598,88,-1622,262.67,6,5,1.0,0.1,0.86,0.09
u4735508411205162896,bot,795,61,8579,199.5,39,7,1.0,0.93,0.44,1.0
u2190299203955283531,human,2686,4819,1632,9.48,23,0,-0.73,0.39,0.01,0.5
u5907913276053155509,human,1792,312,1776,8.13,19,0,-0.03,0.42,0.16,0.51
u4827160004509006215,human,2052,-2576,1754,5.69,22,3,-0.19,0.44,0.13,0.55
u7852856063345416670,bot,743,49716,2900,373.86,49,7,-1.0,0.94,0.96,1.0
u8929301680577448424,bot,267,11,6625,493.7,7,2,1.0,0.82,0.88,1.0
u5978011143079574269,bot,101,16432,-294,89.44,43,8,1.0,0.92,0.7,1.0
u2371717180463129924,human,1057,2090,865,9.95,14,1,-0.89,0.3,0.33,0.49
u5527653563183180389,bot,910,99,4969,280.26,9,7,-1.0,0.04,0.67,1.0
u7070639464129280209,bot,782,73,3152,274.85,6,3,1.0,0.08,0.82,0.3
u8306082749001639077,human,2062,-416,3323,1.07,13,3,0.49,0.35,0.06,0.74
u8838967716737356565,bot,152,43860,4291,212.88,49,2,1.0,0.03,0.5,0.27
u9070401025892634083,human,3680,3900,1138,5.31,18,0,-0.64,0.33,0.08,0.41
u2553239169782802466,human,4719,4529,119,4.78,26,1,0.02,0.55,0.22,0.95
u1435946562380241718,human,4919,3161,-262,1.15,22,0,0.79,0.41,0.07,0.63
u7029970212264585754,bot,629,63,4439,95.5,5,4,-1.0,1.0,0.38,1.0
u7624870254154714819,bot,393,34741,3929,150.38,6,6,-1.0,0.04,0.7,0.3
u5221343517402687572,human,2722,836,129,9.06,14,2,-0.24,0.39,0.05,0.76
u3088954196189566970,bot,701,57,4877,90.25,9,5,1.0,0.83,0.71,0.28
u4427973158413177826,human,2821,2910,1348,5.59,20,1,-0.47,0.41,0.16,0.95
u4108746712065572053,bot,254,41454,987,450.25,31,5,1.0,0.1,0.82,0.29
u4244250635418886925,human,4687,6484,926,6.32,26,0,-0.4,0.39,0.14,0.63
u9143110099818201028,human,2746,3100,-1189,3.63,29,0,-0.43,0.43,0.35,0.98
u1974070199968623545,bot,694,4,8099,349.37,5,4,1.0,0.01,0.85,0.19
u2136778012397341941,human,3207,5190,3317,8.69,14,2,-0.1,0.56,0.18,0.94
u5040865625016659561,human,2814,-611,1293,7.23,25,1,0.16,0.38,0.11,0.98
u4493672993956401540,human,3770,1013,2980,1.09,29,3,-0.39,0.38,0.39,0.4
u1709173883480490963,human,1753,2990,699,1.14,19,2,0.12,0.53,0.13,0.7
u7505078084511925569,human,4409,-1822,1081,1.27,16,1,0.22,0.5,0.3,0.89
u2398940630416183676,bot,449,32,-1026,305.76,38,2,1.0,0.85,0.61,0.23
u6280755061650704409,bot,747,74,5081,497.51,8,9,-1.0,0.86,0.73,0.06
u9079305687108620027,human,4806,4193,1615,6.69,17,2,0.21,0.5,0.18,0.86
u9930748866100294982,bot,371,38510,8104,169.0,43,4,-1.0,0.03,0.74,0.16
u5996185914756786201,human,2273,1474,2436,1.18,18,1,0.12,0.59,0.26,0.54
u4657690089650267311,human,4122,4143,1230,8.85,21,2,-0.52,0.5,0.16,0.47
u9056358495113909147,human,3917,1426,71,6.08,18,1,-0.71,0.59,0.37,0.75
u2778840998961980074,human,2648,-1356,791,2.61,17,4,-1.13,0.47,0.21,0.56
u8894107302809121091,human,3304,-4949,1833,4.02,6,1,-0.45,0.47,0.02,0.91
u1501297883969214424,bot,994,73,2651,158.96,45,6,1.0,0.87,0.88,0.27
u8199287893670241681,bot,714,41764,10921,135.64,8,5,-1.0,0.81,0.46,0.19
u3245608018577736140,bot,632,33205,2983,281.12,9,6,-1.0,0.85,0.89,1.0
u8948014694027417764,bot,771,46618,6326,170.42,41,2,-1.0,0.05,0.51,1.0
u5735577225027319623,bot,299,10702,6191,437.75,6,2,1.0,0.93,0.32,1.0
u2734063416877327754,bot,663,34329,71,383.47,7,3,1.0,0.06,0.83,1.0
u2330871697399007583,human,3230,3063,-78,2.57,19,1,-0.8,0.33,0.04,0.85
u1559058274145785605,bot,538,42,5671,246.68,8,1,1.0,0.96,0.68,0.29
u2366645801537477243,human,3336,3515,894,7.07,27,1,-0.72,0.3,0.02,0.9
u4008912556283892504,human,3490,6038,26,5.86,21,1,-0.65,0.5,0.04,0.57
u3544800119841288495,bot,297,11646,8507,405.24,9,4,1.0,0.94,0.92,1.0
u1424280527723160015,bot,871,28227,13280,214.56,33,8,1.0,0.08,0.69,1.0
u6068978757622642307,human,3395,3537,398,5.69,22,1,-0.32,0.49,0.28,0.73
u9718278320837487935,human,4802,-377,2675,9.71,21,1,-0.78,0.41,0.46,0.67
u1180963086527152662,human,3808,5130,-157,3.08,24,0,0.02,0.59,0.02,0.64
u6667249236096333641,human,1487,-559,-333,2.01,19,0,0.6,0.47,0.23,0.43
u1169168931761346873,human,4021,5365,2425,7.41,11,0,-0.5,0.38,0.27,0.85
u5050843651038700560,bot,644,11629,588,192.91,9,3,1.0,0.82,0.6,1.0
u8385676483871927748,bot,175,95,5001,233.99,37,2,-1.0,0.01,0.81,0.28
u5271220030683965321,human,4543,3247,866,5.39,10,2,0.56,0.36,0.24,0.42
u2884374831139581152,human,3262,4109,606,7.14,11,2,0.27,0.31,0.24,0.63
u9841596507729033905,human,2383,4201,2237,7.29,21,1,-0.01,0.44,0.3,0.78
u6990068270306185777,human,1624,5689,2157,1.63,21,2,-0.27,0.52,0.21,0.78
u6154441889729095374,human,4926,2104,1644,6.38,20,0,0.38,0.57,0.41,0.73
u9405842722350307085,human,3738,5043,979,9.7,19,0,0.19,0.48,0.02,0.47
u8537559646598233754,human,1630,2836,3076,1.39,18,0,0.24,0.34,0.07,0.9
u5942037778114520122,human,2191,1426,1627,1.86,23,0,-0.09,0.33,0.06,0.58
u2845499983041541452,bot,992,93,3018,70.23,41,4,1.0,0.91,0.62,0.02
u9197535159819491717,human,1840,4758,2258,3.9,33,0,0.62,0.34,0.05,0.57
u9227562674848406922,human,3624,8020,1208,8.69,10,2,0.48,0.44,0.48,0.45
u7960594837020408200,bot,674,49022,6156,171.01,7,7,1.0,0.81,0.83,1.0
u6900393047459847671,human,2166,7856,1206,9.86,27,0,0.21,0.45,0.04,0.92
u5030776057981611016,human,3936,1298,1222,5.22,24,0,0.39,0.54,0.05,0.43
u3975581905874250761,human,4388,1947,3105,4.89,18,0,-0.07,0.47,0.38,0.91
u3701277433544817140,human,1481,-701,1046,2.72,16,1,-0.63,0.58,0.18,0.49
u3648918066954043920,bot,155,96,4857,183.36,43,8,-1.0,0.96,0.72,1.0
u9855782201322076665,human,1706,2752,1874,4.8,15,3,0.46,0.54,0.08,0.56
u9875669789582327454,human,1731,4862,1232,2.26,21,1,0.19,0.32,0.16,0.45
u8855085149185648453,human,4718,4205,1803,5.14,22,1,0.45,0.4,0.24,0.81
u7965919929004792337,bot,828,31542,8987,180.25,5,2,-1.0,0.93,0.81,0.2
u8287087254421901729,human,1881,4218,1930,8.56,17,3,0.35,0.47,0.2,0.82
u3134642978105708680,human,1221,4018,428,2.93,23,2,0.08,0.53,0.04,0.53
